ATF1_(+),BATF_(+),BPTF_(+),CEBPB_(+),CEBPD_(+),CEBPG_(+),CREB1_(+),CREM_(+),CTCF_(+),CXXC1_(+),DRAP1_(+),E2F4_(+),ELF1_(+),ELF2_(+),ELK4_(+),EOMES_(+),EP300_(+),ETS1_(+),ETV3_(+),FLI1_(+),GATA3_(+),HMGA1_(+),HOXB2_(+),IKZF1_(+),IKZF2_(+),IKZF3_(+),ILF2_(+),ING4_(+),IRF2_(+),IRF3_(+),IRF7_(+),IRF8_(+),KLF11_(+),KLF3_(+),MAZ_(+),MXD1_(+),NFATC2_(+),NFATC3_(+),NFYB_(+),NFYC_(+),NR1H2_(+),PHF20_(+),RBPJ_(+),RELA_(+),RUNX1_(+),RXRB_(+),STAT1_(+),STAT2_(+),STAT6_(+),TAF6_(+),TBX21_(+),TFDP1_(+),TFDP2_(+),THAP1_(+),THRA_(+),USF2_(+),VEZF1_(+),XBP1_(+),YBX1_(+),YY1_(+),ZBTB11_(+),ZBTB7A_(+),ZNF274_(+),ZNF518A_(+),ZNF580_(+),ZNF595_(+)
,,,,,,,,,,,,SLC2A3,UBQLN1,,TSR2,,SEC31A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEPROTL1,,TIMM10,,,,
,,,,,,,,,,,,SMAD7,UBR5,,TUBA1C,,SEC61G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGALS3,,TIMM17A,,,,
,,,,,,,,,,,,SMARCE1,UFL1,,TUBB4B,,SERF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC00299,,TIMM8B,,,,
,,,,,,,,,,,,SNAP23,UGP2,,TUBGCP2,,SERPINB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01004,,TIMMDC1,,,,
,,,,,,,,,,,,SNHG8,UPF3B,,TUSC2,,SGSM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01588,,TIMP1,,,,
,,,,,,,,,,,,SNRNP70,UQCR11,,TYK2,,SH2D1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMAN1,,TM9SF2,,,,
,,,,,,,,,,,,SNRPD1,UQCRC1,,U2SURP,,SH3BP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LRRC47,,TMC6,,,,
,,,,,,,,,,,,SNRPE,UQCRQ,,UBA1,,SH3BP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LRRC58,,TMEM126B,,,,
,,,,,,,,,,,,SP100,URM1,,UBC,,SH3KBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LRRFIP1,,TMEM147,,,,
,,,,,,,,,,,,SPG21,UROS,,UBE2A,,SIAH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM1,,TMEM243,,,,
,,,,,,,,,,,,SPOP,USP47,,UBE2D3,,SIGIRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM14A,,TMEM248,,,,
,,,,,,,,,,,,SPRY2,UXT,,UBE2E1,,SLC25A39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM8,,TMEM9B,,,,
,,,,,,,,,,,,SPTSSB,VAMP8,,UBE2E3,,SLC3A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSP1,,TMIGD2,,,,
,,,,,,,,,,,,SRGN,VPS4A,,UBE2S,,SLIRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYN,,TMSB10,,,,
,,,,,,,,,,,,SRRM1,VRK3,,UBE2V1,,SMARCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYPLA1,,TRAF3IP3,,,,
,,,,,,,,,,,,SRSF10,WAC,,UBP1,,SNAP29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYPLA2,,TRAPPC6A,,,,
,,,,,,,,,,,,SSNA1,WAPL,,UPF2,,SNHG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAFF,,TRIM22,,,,
,,,,,,,,,,,,SSR2,WAS,,UQCR10,,SNRNP35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAP2K2,,TRIM33,,,,
,,,,,,,,,,,,STARD3,WDR55,,USP15,,SNRPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAP3K8,,TRIM8,,,,
,,,,,,,,,,,,STARD7,WSB1,,VAMP2,,SNX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAPK1IP1L,,TRMT13,,,,
,,,,,,,,,,,,STK16,XAF1,,VBP1,,SPCS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAZ,,TSPYL2,,,,
,,,,,,,,,,,,SUDS3,YWHAZ,,VCP,,SPTAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM7,,TTC38,,,,
,,,,,,,,,,,,SYNE2,YY1,,VIM,,SQSTM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDM2,,TUFM,,,,
,,,,,,,,,,,,SYNRG,ZBTB7A,,VPS13C,,SREK1IP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDM4,,TXN2,,,,
,,,,,,,,,,,,TAF11,ZFAND1,,WDR45B,,SS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MED11,,TXNDC17,,,,
,,,,,,,,,,,,TAF13,ZNF148,,XIST,,SSNA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MED17,,TXNL4A,,,,
,,,,,,,,,,,,TAF3,ZNF428,,YTHDF2,,STARD3NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MED23,,UBA1,,,,
,,,,,,,,,,,,TAGLN2,ZNF487,,YWHAB,,STAT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MED6,,UBE2E3,,,,
,,,,,,,,,,,,TBPL1,ZNF791,,YWHAH,,STK25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METRNL,,UBE2G2,,,,
,,,,,,,,,,,,TCF7,ZNHIT1,,YY1,,STK26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEX3C,,UBE2M,,,,
,,,,,,,,,,,,TDG,,,ZC3H18,,STX10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFF,,UBE2Q1,,,,
,,,,,,,,,,,,TERF2IP,,,ZDHHC6,,STX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFSD10,,UBQLN1,,,,
,,,,,,,,,,,,TGS1,,,ZFAND1,,SUCLG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MKNK2,,UBR5,,,,
,,,,,,,,,,,,THAP11,,,ZFAND6,,SURF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MKRN1,,UBTF,,,,
,,,,,,,,,,,,THRAP3,,,ZFAS1,,SYAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MMADHC,,UBXN1,,,,
,,,,,,,,,,,,THYN1,,,ZFR,,SYF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNT,,UCP2,,,,
,,,,,,,,,,,,TIMM10,,,,,SYNE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOB1A,,UFC1,,,,
,,,,,,,,,,,,TIMM8B,,,,,SYNE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORF4L1,,ULK3,,,,
,,,,,,,,,,,,TIMMDC1,,,,,SYNRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPHOSPH8,,URI1,,,,
,,,,,,,,,,,,TM2D1,,,,,TADA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL11,,USP16,,,,
,,,,,,,,,,,,TM9SF2,,,,,TAF10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL16,,UTP18,,,,
,,,,,,,,,,,,TMBIM4,,,,,TAF12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL18,,UXS1,,,,
,,,,,,,,,,,,TMBIM6,,,,,TAF1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL24,,VAMP2,,,,
,,,,,,,,,,,,TMED1,,,,,TAF7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL28,,VCP,,,,
,,,,,,,,,,,,TMEM126A,,,,,TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL3,,VOPP1,,,,
,,,,,,,,,,,,TMEM134,,,,,TBC1D10C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL38,,VPS51,,,,
,,,,,,,,,,,,TMEM167A,,,,,TBXAS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL48,,VPS72,,,,
,,,,,,,,,,,,TMEM256,,,,,TC2N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL51,,WAC,,,,
,,,,,,,,,,,,TMOD3,,,,,TCF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL54,,WAS,,,,
,,,,,,,,,,,,TMSB4X,,,,,TDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPL55,,WDR1,,,,
,,,,,,,,,,,,TNFAIP3,,,,,TDRD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPS12,,WDR33,,,,
,,,,,,,,,,,,TNFRSF14,,,,,THAP9-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRPS34,,WDR55,,,,
,,,,,,,,,,,,TNFSF12,,,,,THOC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSN,,XRCC6,,,,
,,,,,,,,,,,,TNPO1,,,,,TIMM13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MX1,,YES1,,,,
,,,,,,,,,,,,TOMM7,,,,,TLE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYBL1,,YLPM1,,,,
,,,,,,,,,,,,TOR2A,,,,,TMBIM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYL12A,,YTHDC1,,,,
,,,,,,,,,,,,TP53,,,,,TMEM120B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYL6,,YWHAB,,,,
,,,,,,,,,,,,TP53TG1,,,,,TMEM138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N4BP2L1,,ZAP70,,,,
,,,,,,,,,,,,TPGS1,,,,,TMEM183A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAA38,,ZBTB7A,,,,
,,,,,,,,,,,,TPRKB,,,,,TMEM208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABP2,,ZDHHC6,,,,
,,,,,,,,,,,,TRABD,,,,,TMEM219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACA,,ZFX,,,,
,,,,,,,,,,,,TRIM28,,,,,TMEM248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NADK,,ZNF148,,,,
,,,,,,,,,,,,TSC22D3,,,,,TMEM70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAP1L1,,ZNF276,,,,
,,,,,,,,,,,,TSPAN14,,,,,TMIGD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCL,,ZNF394,,,,
,,,,,,,,,,,,TSPAN2,,,,,TMSB4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCLN,,ZNF487,,,,
,,,,,,,,,,,,TSPAN31,,,,,TMX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDFIP1,,,,,,
,,,,,,,,,,,,TSR1,,,,,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFA11,,,,,,
,,,,,,,,,,,,TTC1,,,,,TNRC6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFA3,,,,,,
,,,,,,,,,,,,TTC3,,,,,TPGS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFB10,,,,,,
,,,,,,,,,,,,TUSC2,,,,,TPT1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFC2,,,,,,
,,,,,,,,,,,,TXNDC17,,,,,TRA2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFS3,,,,,,
,,,,,,,,,,,,TXNIP,,,,,TRAPPC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFS7,,,,,,
,,,,,,,,,,,,UBA1,,,,,TRAPPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDUFS8,,,,,,
,,,,,,,,,,,,UBA52,,,,,TRIM44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NECAP2,,,,,,
,,,,,,,,,,,,UBALD2,,,,,TRMT112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEDD8,,,,,,
,,,,,,,,,,,,UBB,,,,,TRPC4AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NFAT5,,,,,,
,,,,,,,,,,,,UBE2E1,,,,,TSPYL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGLY1,,,,,,
,,,,,,,,,,,,UBE2V1,,,,,TUBB4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIN,,,,,,
,,,,,,,,,,,,UFL1,,,,,TUBGCP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIPA2,,,,,,
,,,,,,,,,,,,UPF3A,,,,,TUG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NKG7,,,,,,
,,,,,,,,,,,,UQCC2,,,,,TWF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NLRC5,,,,,,
,,,,,,,,,,,,UQCR10,,,,,TXN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NME1,,,,,,
,,,,,,,,,,,,URI1,,,,,UBAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NME2,,,,,,
,,,,,,,,,,,,URM1,,,,,UBE3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NMRAL1,,,,,,
,,,,,,,,,,,,USP15,,,,,UCP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORAD,,,,,,
,,,,,,,,,,,,USP3,,,,,UNC119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR1H2,,,,,,
,,,,,,,,,,,,UXT,,,,,UQCR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSD1,,,,,,
,,,,,,,,,,,,VCL,,,,,USB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT5C,,,,,,
,,,,,,,,,,,,VCP,,,,,USP24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUB1,,,,,,
,,,,,,,,,,,,VIM,,,,,UTS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUCB1,,,,,,
,,,,,,,,,,,,VPS28,,,,,UXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUTF2,,,,,,
,,,,,,,,,,,,VTI1B,,,,,VGLL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUTM2B-AS1,,,,,,
,,,,,,,,,,,,WDR18,,,,,VMA21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAZ1,,,,,,
,,,,,,,,,,,,WDR46,,,,,VPS26A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGDH,,,,,,
,,,,,,,,,,,,WDTC1,,,,,VPS37B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTN,,,,,,
,,,,,,,,,,,,WIPI2,,,,,VRK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSTC,,,,,,
,,,,,,,,,,,,XRCC5,,,,,WBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTUB1,,,,,,
,,,,,,,,,,,,YPEL5,,,,,WDR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTUD6B-AS1,,,,,,
,,,,,,,,,,,,ZC3HAV1,,,,,WDR45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTULIN,,,,,,
,,,,,,,,,,,,ZDHHC24,,,,,WDR82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAFAH1B1,,,,,,
,,,,,,,,,,,,ZFAND3,,,,,WDR83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAGR1,,,,,,
,,,,,,,,,,,,ZFP36L1,,,,,XBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAM16,,,,,,
,,,,,,,,,,,,ZMYND11,,,,,XPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAN3,,,,,,
,,,,,,,,,,,,ZNF207,,,,,YPEL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARK7,,,,,,
,,,,,,,,,,,,ZNF44,,,,,ZBTB16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARVG,,,,,,
,,,,,,,,,,,,ZNF451,,,,,ZC3H18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCBP1,,,,,,
,,,,,,,,,,,,ZNF493,,,,,ZDHHC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCMT1,,,,,,
,,,,,,,,,,,,ZNF644,,,,,ZEB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDCD4,,,,,,
,,,,,,,,,,,,ZNF669,,,,,ZFAND2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDCD6IP,,,,,,
,,,,,,,,,,,,,,,,,ZFP36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDIA3,,,,,,
,,,,,,,,,,,,,,,,,ZNF160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDIA4,,,,,,
,,,,,,,,,,,,,,,,,ZNF33A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDIA6,,,,,,
,,,,,,,,,,,,,,,,,ZNF518A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDLIM1,,,,,,
,,,,,,,,,,,,,,,,,ZNF800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEX19,,,,,,
,,,,,,,,,,,,,,,,,ZRANB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEX2,,,,,,
,,,,,,,,,,,,,,,,,ZYX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGK1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGLS,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHF20,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHPT1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHTF1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI4KB,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIGT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PILRB,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIN1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKM,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLAC8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLD3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLGRKT,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLSCR1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNRC1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLR2A,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLR2C,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLR2F,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLR2G,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLR2K,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLR2L,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POP5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPM1A,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPM1G,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1CA,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R12A,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP2CA,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP2R1A,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP3CB,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP4C,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP6R2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRDX1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRDX3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELID1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKDC,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRMT1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRNP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRPF6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRR13,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRRC2C,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRSS23,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMB1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMB8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMC1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMC4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD14,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD6,,,,,,
