ATF1_(+),ATF3_(+),ATF4_(+),ATF5_(+),BACH1_(+),BCL11B_(+),BCLAF1_(+),BPTF_(+),CEBPB_(+),CEBPD_(+),CHD1_(+),CLOCK_(+),CREB1_(+),CREB3_(+),CREB3L2_(+),CREM_(+),DBP_(+),E2F3_(+),E2F4_(+),E2F6_(+),EGR1_(+),ELF1_(+),ELF2_(+),ELF4_(+),ELK1_(+),ELK3_(+),ELK4_(+),EOMES_(+),EP300_(+),ESRRA_(+),ETS1_(+),ETV3_(+),ETV6_(+),FLI1_(+),FOS_(+),FOSB_(+),FOSL2_(+),FOXJ2_(+),FOXO1_(+),GABPA_(+),GABPB1_(+),GATA3_(+),GATAD1_(+),HDAC2_(+),HMGA1_(+),HOXA10_(+),HTATIP2_(+),IKZF1_(+),IKZF2_(+),IKZF3_(+),ILF2_(+),IRF1_(+),IRF4_(+),IRF7_(+),IRF8_(+),IRF9_(+),JUN_(+),JUNB_(+),JUND_(+),KLF10_(+),KLF12_(+),KLF3_(+),KLF9_(+),KMT2B_(+),MAFF_(+),MAFG_(+),MAFK_(+),MAX_(+),MAZ_(+),MBD2_(+),MECP2_(+),MLX_(+),MYC_(+),MZF1_(+),NFATC2_(+),NFIL3_(+),NFKB1_(+),NFKB2_(+),NFYC_(+),NR2C2_(+),NR3C1_(+),PHF1_(+),PHF20_(+),POU2F1_(+),PURA_(+),RARA_(+),REL_(+),RELB_(+),RFX5_(+),RFXANK_(+),RXRA_(+),RXRB_(+),SATB1_(+),SMARCC2_(+),SP1_(+),SP3_(+),SREBF2_(+),STAT1_(+),TBP_(+),TBX21_(+),TCF12_(+),TCF3_(+),TFDP1_(+),TFDP2_(+),TFEB_(+),THAP1_(+),THAP11_(+),USF2_(+),XBP1_(+),YBX1_(+),YY1_(+),ZBTB11_(+),ZBTB14_(+),ZBTB21_(+),ZBTB25_(+),ZBTB33_(+),ZBTB37_(+),ZBTB7A_(+),ZEB1_(+),ZFX_(+),ZFY_(+),ZNF100_(+),ZNF25_(+),ZNF267_(+),ZNF407_(+),ZNF431_(+),ZNF518A_(+),ZNF580_(+),ZNF611_(+),ZNF740_(+),ZNF770_(+)
,,,,,,RARS2,,,RNF38,,,,TMEM14B,,NDUFB4,,,,,,METTL17,,,,,,RMDN1,,,H1FX,,,SNRNP200,OPA1,,,,,,,,,,,,,,,,,MRPL16,,PPP2R5E,,PLEK,MED10,PPP1R18,DUSP10,,,,,ZSWIM6,,,,,,,,,,,,,,TAGLN2,ZDHHC5,,EEA1,,,,WASL,,,,,,,,,,,,,MRPL19,,RAB11FIP5,,,,,,,,,,OSTM1,MBNL1,,,,,,,PIN4,,,,,,,,,,STRBP,,,
,,,,,,RASA1,,,RNGTT,,,,TMEM14C,,NDUFS5,,,,,,MFN1,,,,,,RMND1,,,H3F3B,,,SNRNP40,ORAI2,,,,,,,,,,,,,,,,,MRPL20,,PPP6R1,,PLP2,MED23,PPP2CA,DUSP11,,,,,,,,,,,,,,,,,,,TANK,ZFP36,,EEF1A1,,,,WBP11,,,,,,,,,,,,,MRPL23,,RAB14,,,,,,,,,,OTUD1,MBOAT7,,,,,,,PIP5K1C,,,,,,,,,,STUB1,,,
,,,,,,RB1CC1,,,RPA2,,,,TMEM161B-AS1,,NEDD1,,,,,,MFSD11,,,,,,RNASEH2B,,,HAVCR2,,,SNRPD2,OS9,,,,,,,,,,,,,,,,,MRPL23,,PQBP1,,PLSCR1,METTL14,PPP2R1A,DUSP16,,,,,,,,,,,,,,,,,,,TARS,ZFPL1,,EEF1D,,,,WBP4,,,,,,,,,,,,,MRPL27,,RAB5A,,,,,,,,,,P3H1,MBTPS1,,,,,,,PITPNA,,,,,,,,,,STXBP5,,,
,,,,,,RBBP5,,,RPP38,,,,TMEM167A,,NEPRO,,,,,,MFSD14A,,,,,,RNF10,,,HBP1,,,SOCS3,OSBP,,,,,,,,,,,,,,,,,MRPL3,,PRDM4,,PMEPA1,METTL17,PPP2R2A,DUSP22,,,,,,,,,,,,,,,,,,,TAX1BP1,ZMPSTE24,,EFHD2,,,,WDFY2,,,,,,,,,,,,,MRPS14,,RAB6A,,,,,,,,,,P4HB,MCL1,,,,,,,PITPNB,,,,,,,,,,SULF2,,,
,,,,,,RBL2,,,RRP36,,,,TMEM18,,NEU1,,,,,,MFSD4B,,,,,,RNF111,,,HCG18,,,SPSB3,OSBPL5,,,,,,,,,,,,,,,,,MRPL40,,PRF1,,PMPCA,METTL3,PPP2R5E,DUSP4,,,,,,,,,,,,,,,,,,,TBC1D25,ZMYM6,,EGR2,,,,WIPF2,,,,,,,,,,,,,MRPS21,,RAC2,,,,,,,,,,PAICS,MCMBP,,,,,,,PKM,,,,,,,,,,SUMF2,,,
,,,,,,RBM14,,,RSAD2,,,,TMEM205,,NFAT5,,,,,,MGAT1,,,,,,RNF121,,,HCP5,,,SPTLC1,OSGEP,,,,,,,,,,,,,,,,,MRPL49,,PRIMPOL,,PNPLA2,MFF,PPP3CC,DUSP5,,,,,,,,,,,,,,,,,,,TBL1X,ZNF106,,EI24,,,,XPC,,,,,,,,,,,,,MRPS22,,RAD51C,,,,,,,,,,PAIP2,MDM4,,,,,,,PLA2G6,,,,,,,,,,SUMO1,,,
,,,,,,RBM28,,,RSF1,,,,TMEM208,,NFE2L2,,,,,,MGAT4A,,,,,,RNF149,,,HDAC2,,,SPTSSB,OST4,,,,,,,,,,,,,,,,,MRPL52,,PRKAG2,,PNPT1,MFN1,PPP4C,DUSP8,,,,,,,,,,,,,,,,,,,TBRG4,ZNF16,,EID1,,,,XRN1,,,,,,,,,,,,,MRPS30,,RALA,,,,,,,,,,PAK1,ME2,,,,,,,PLEKHA5,,,,,,,,,,SYNJ2,,,
,,,,,,RBM3,,,RTCA,,,,TMEM223,,NFIL3,,,,,,MIATNB,,,,,,RNF25,,,HDAC4,,,SRSF2,OSTC,,,,,,,,,,,,,,,,,MRPL57,,PRMT2,,POLG,MFSD14A,PRCC,DXO,,,,,,,,,,,,,,,,,,,TCAF2,ZNF253,,EID2,,,,YBEY,,,,,,,,,,,,,MRPS34,,RALY,,,,,,,,,,PARK7,MECP2,,,,,,,PLEKHF1,,,,,,,,,,SYPL1,,,
,,,,,,RBM39,,,RTP4,,,,TMEM230,,NFKB1,,,,,,MIER1,,,,,,RNF44,,,HEATR1,,,SRXN1,OSTM1,,,,,,,,,,,,,,,,,MRPS34,,PRPF8,,POLR2F,MFSD5,PRDX6,DYNC1LI2,,,,,,,,,,,,,,,,,,,TCEAL3,ZNF264,,EIF1AY,,,,YTHDC1,,,,,,,,,,,,,MRPS5,,RANGRF,,,,,,,,,,PARP16,MED1,,,,,,,PNISR,,,,,,,,,,SYS1,,,
,,,,,,RBM4,,,RWDD4,,,,TMEM238,,NFKBIZ,,,,,,MIS12,,,,,,ROCK1,,,HECA,,,SS18L1,OTUB1,,,,,,,,,,,,,,,,,MSI2,,PRR13,,POLR2H,MGME1,PRKAG1,DYNLT1,,,,,,,,,,,,,,,,,,,TCEAL8,ZNF276,,EIF1B,,,,ZBTB17,,,,,,,,,,,,,MSMO1,,RAP1B,,,,,,,,,,PBRM1,MED23,,,,,,,PNPT1,,,,,,,,,,SYVN1,,,
,,,,,,RBM7,,,S100A11,,,,TMEM243,,NFU1,,,,,,MIS18BP1,,,,,,RPL7,,,HECTD4,,,SS18L2,OTUD4,,,,,,,,,,,,,,,,,MSL2,,PRR14,,POLR2J,MIA2,PRKCI,DYNLT3,,,,,,,,,,,,,,,,,,,TDG,ZNF487,,EIF2B2,,,,ZBTB20,,,,,,,,,,,,,MT2A,,RASA3,,,,,,,,,,PCBD2,MED30,,,,,,,PNRC2,,,,,,,,,,TAF10,,,
,,,,,,RBX1,,,SAMD9,,,,TMEM248,,NFX1,,,,,,MLLT1,,,,,,RPN1,,,HEG1,,,SSH2,OXCT1,,,,,,,,,,,,,,,,,MT2A,,PRR5,,POP5,MIB2,PRMT2,E2F4,,,,,,,,,,,,,,,,,,,TEP1,ZNF512,,EIF2S1,,,,ZBTB37,,,,,,,,,,,,,MTAP,,RASGEF1A,,,,,,,,,,PCED1B-AS1,METAP2,,,,,,,POLE3,,,,,,,,,,TAF2,,,
,,,,,,RCN1,,,SAMD9L,,,,TMEM59,,NGLY1,,,,,,MMADHC,,,,,,RPS4Y1,,,HELB,,,ST3GAL1,PABPC1,,,,,,,,,,,,,,,,,MTERF4,,PSMA2,,POU2F1,MICB,PRMT9,ECH1,,,,,,,,,,,,,,,,,,,TFDP1,ZNF605,,EIF2S2,,,,ZBTB7B,,,,,,,,,,,,,MTHFD1,,RASSF5,,,,,,,,,,PCGF5,METRN,,,,,,,POLG,,,,,,,,,,TBCC,,,
,,,,,,REPIN1,,,SAMSN1,,,,TNPO3,,NIPBL,,,,,,MNAT1,,,,,,RPS6KA1,,,HELZ,,,STAM2,PACSIN2,,,,,,,,,,,,,,,,,MTF2,,PSMA3-AS1,,PPM1K,MICU1,PRPF18,ECHDC1,,,,,,,,,,,,,,,,,,,TFE3,ZNF639,,EIF2S3,,,,ZC3H6,,,,,,,,,,,,,MTMR12,,RBCK1,,,,,,,,,,PCSK5,METTL18,,,,,,,POLR1D,,,,,,,,,,TBP,,,
,,,,,,RFC5,,,SARAF,,,,TOMM22,,NKAP,,,,,,MOB4,,,,,,RPS6KB1,,,HERC4,,,STARD3,PAF1,,,,,,,,,,,,,,,,,MTHFD1,,PSMA4,,PPM1L,MIDN,PRPF4,ECI1,,,,,,,,,,,,,,,,,,,TFEB,ZNF790-AS1,,EIF3A,,,,ZCCHC2,,,,,,,,,,,,,MTURN,,RBM14,,,,,,,,,,PDCD2,METTL23,,,,,,,POLR2C,,,,,,,,,,TBXAS1,,,
,,,,,,RHOC,,,SARNP,,,,TOMM40,,NOP56,,,,,,MON2,,,,,,RPUSD3,,,HERPUD2,,,STARD3NL,PAFAH2,,,,,,,,,,,,,,,,,MTIF3,,PSMB10,,PPP1R14B,MIEN1,PRR7,ECI2,,,,,,,,,,,,,,,,,,,TFRC,ZSWIM7,,EIF3C,,,,ZEB2,,,,,,,,,,,,,MUTYH,,RBM3,,,,,,,,,,PDCD6,MEX3C,,,,,,,POLR2D,,,,,,,,,,TEX264,,,
,,,,,,RHOT2,,,SATB1,,,,TOMM5,,NOP58,,,,,,MORC3,,,,,,RRM2B,,,HGSNAT,,,STAT4,PAK1,,,,,,,,,,,,,,,,,MTPN,,PSMB3,,PPP2R2B,MIS18BP1,PRRC2C,EDEM1,,,,,,,,,,,,,,,,,,,TGFBR1,,,EIF3D,,,,ZFC3H1,,,,,,,,,,,,,MX1,,RBMXL1,,,,,,,,,,PDCD6IP,MFSD10,,,,,,,POLR3A,,,,,,,,,,TFG,,,
,,,,,,RICTOR,,,SBNO2,,,,TOR3A,,NORAD,,,,,,MORF4L1,,,,,,RRN3,,,HIF1A,,,STMN1,PARN,,,,,,,,,,,,,,,,,MTX1,,PSMB6,,PPP4R3B,MKNK1,PSAP,EDEM3,,,,,,,,,,,,,,,,,,,TGFBR3,,,EIF3F,,,,ZFP36L1,,,,,,,,,,,,,MX2,,REEP3,,,,,,,,,,PDE4B,MFSD14A,,,,,,,POP4,,,,,,,,,,TGFB1,,,
,,,,,,RIOK3,,,SC5D,,,,TP53I13,,NR2C2AP,,,,,,MORF4L2,,,,,,RRNAD1,,,HINT3,,,STXBP2,PARP1,,,,,,,,,,,,,,,,,MTX2,,PSMB8,,PPP6R2,MLC1,PSMB4,EDF1,,,,,,,,,,,,,,,,,,,TGIF1,,,EIF3H,,,,ZFR,,,,,,,,,,,,,MXD4,,REV1,,,,,,,,,,PDIA4,MFSD14B,,,,,,,POU5F2,,,,,,,,,,THADA,,,
,,,,,,RMI1,,,SDE2,,,,TPD52,,NR3C1,,,,,,MPHOSPH8,,,,,,RSBN1,,,HIP1,,,SUCLA2,PARVB,,,,,,,,,,,,,,,,,MYH9,,PSMB8-AS1,,PQBP1,MLKL,PSMD1,EEF1A1,,,,,,,,,,,,,,,,,,,TGIF2,,,EIF3J,,,,ZMYM5,,,,,,,,,,,,,MYCBP,,RFC1,,,,,,,,,,PDIA6,MFSD4B,,,,,,,PPCS,,,,,,,,,,THAP12,,,
,,,,,,RNF138,,,SDHC,,,,TPRKB,,NR4A2,,,,,,MRFAP1,,,,,,RSF1,,,HIPK1,,,SUPT20H,PBRM1,,,,,,,,,,,,,,,,,N4BP1,,PSMC1,,PRCC,MMAB,PSMD3,EEF1E1,,,,,,,,,,,,,,,,,,,THAP2,,,EIF3K,,,,ZNF106,,,,,,,,,,,,,MYCBP2,,RGPD5,,,,,,,,,,PDS5B,MFSD6,,,,,,,PPHLN1,,,,,,,,,,THEM6,,,
,,,,,,RNF141,,,SEC24C,,,,TPST2,,NR4A3,,,,,,MRFAP1L1,,,,,,RTCA,,,HIPK2,,,SYK,PCED1B-AS1,,,,,,,,,,,,,,,,,N4BP2,,PSMD2,,PRCP,MMGT1,PSMD6,EEF2,,,,,,,,,,,,,,,,,,,THAP5,,,EIF3M,,,,ZNF148,,,,,,,,,,,,,N4BP1,,RGS3,,,,,,,,,,PEF1,MGAT4A,,,,,,,PPIL1,,,,,,,,,,THOC7,,,
,,,,,,RNF149,,,SEC62,,,,TPT1,,NRBF2,,,,,,MRPL10,,,,,,RWDD3,,,HIPK3,,,SYNRG,PCF11,,,,,,,,,,,,,,,,,N4BP2L2,,PSMD3,,PRELID3B,MNT,PSME3,EFTUD2,,,,,,,,,,,,,,,,,,,THUMPD3-AS1,,,EIF4A1,,,,ZNF197,,,,,,,,,,,,,NAA30,,RHOA,,,,,,,,,,PET100,MGST3,,,,,,,PPIL3,,,,,,,,,,TIFA,,,
,,,,,,RNF19A,,,SECISBP2,,,,TRAPPC1,,NRF1,,,,,,MRPL12,,,,,,S1PR5,,,HIRIP3,,,SYTL1,PCNA,,,,,,,,,,,,,,,,,NAA35,,PSME1,,PRF1,MOAP1,PTBP1,EGR2,,,,,,,,,,,,,,,,,,,TIFA,,,EIF4A2,,,,ZNF207,,,,,,,,,,,,,NAA60,,RHOC,,,,,,,,,,PFN1,MICU1,,,,,,,PPIL4,,,,,,,,,,TLE3,,,
,,,,,,RNF220,,,SELPLG,,,,TRAPPC2B,,NRIP1,,,,,,MRPL2,,,,,,SACM1L,,,HIST1H1E,,,TACC3,PDAP1,,,,,,,,,,,,,,,,,NAA40,,PSME2,,PRKX,MPV17,PTGDR,EI24,,,,,,,,,,,,,,,,,,,TIMM23,,,EIF4B,,,,ZNF211,,,,,,,,,,,,,NAB1,,RIN3,,,,,,,,,,PGK1,MKLN1,,,,,,,PPM1A,,,,,,,,,,TM2D1,,,
,,,,,,RPIA,,,SENP1,,,,TRAPPC3,,NSMCE3,,,,,,MRPL22,,,,,,SAMD3,,,HIST1H4C,,,TAF15,PDCD10,,,,,,,,,,,,,,,,,NAA50,,PSPC1,,PRKY,MRPL12,PTMA,EID1,,,,,,,,,,,,,,,,,,,TIMM44,,,EIF4E,,,,ZNF286A,,,,,,,,,,,,,NACC1,,RNF141,,,,,,,,,,PGLS,MLEC,,,,,,,PPM1K,,,,,,,,,,TMCC1,,,
,,,,,,RPL13,,,SESN1,,,,TRAPPC5,,NT5C2,,,,,,MRPL39,,,,,,SAMHD1,,,HIST1H4E,,,TAF6,PDCD6IP,,,,,,,,,,,,,,,,,NAA60,,PTMA,,PRPF6,MRPL13,PTRH2,EID2,,,,,,,,,,,,,,,,,,,TIPRL,,,EIF4E2,,,,ZNF33A,,,,,,,,,,,,,NADK,,RNF214,,,,,,,,,,PGPEP1,MLH3,,,,,,,PPP1R11,,,,,,,,,,TMEM161B,,,
,,,,,,RPL17,,,SETD3,,,,TRAPPC6A,,NT5C3A,,,,,,MRPL42,,,,,,SAP30,,,HIVEP3,,,TANGO2,PDCD7,,,,,,,,,,,,,,,,,NAB1,,PTMS,,PRPF8,MRPL18,PTS,EIF1AD,,,,,,,,,,,,,,,,,,,TMED10,,,EIF4E3,,,,ZNF350,,,,,,,,,,,,,NAPA,,RNF31,,,,,,,,,,PHACTR2,MMADHC,,,,,,,PPP1R12A,,,,,,,,,,TMEM167A,,,
,,,,,,RPL26L1,,,SF3B2,,,,TRIM27,,NTMT1,,,,,,MRPL49,,,,,,SASH3,,,HLA-F,,,TAX1BP3,PDE4B,,,,,,,,,,,,,,,,,NAGPA,,PTPN18,,PRRC2B,MRPL24,PYCARD,EIF1AX,,,,,,,,,,,,,,,,,,,TMEM165,,,EIF4EBP1,,,,ZNF431,,,,,,,,,,,,,NARS,,RNGTT,,,,,,,,,,PIAS4,MOB1A,,,,,,,PPP1R21,,,,,,,,,,TMEM179B,,,
,,,,,,RPL28,,,SFT2D3,,,,TRMT10B,,NUDCD2,,,,,,MRPS18B,,,,,,SCAMP2,,,HMGB1,,,TBC1D22A,PDE4D,,,,,,,,,,,,,,,,,NAP1L4,,PTPRA,,PRSS23,MRPL45,PYCR2,EIF1B,,,,,,,,,,,,,,,,,,,TMEM251,,,EIF4G1,,,,ZNF507,,,,,,,,,,,,,NAXE,,ROCK1,,,,,,,,,,PIGK,MOB2,,,,,,,PPP2CA,,,,,,,,,,TMEM18,,,
,,,,,,RPL35,,,SH2D1B,,,,TRMT112,,NUDT19,,,,,,MRPS18C,,,,,,SCLT1,,,HMGB2,,,TBX21,PDIA4,,,,,,,,,,,,,,,,,NAPA,,PUM2,,PSMA3,MRPL51,PYROXD1,EIF2A,,,,,,,,,,,,,,,,,,,TMEM263,,,EIF4G2,,,,ZNF561,,,,,,,,,,,,,NBN,,RPE,,,,,,,,,,PIGT,MORC3,,,,,,,PPP2R2B,,,,,,,,,,TMEM189,,,
,,,,,,RPRD1A,,,SH3BGRL,,,,TRNT1,,NUDT4,,,,,,MRPS36,,,,,,SCRG1,,,HNRNPA2B1,,,TC2N,PDS5A,,,,,,,,,,,,,,,,,NAT10,,PUS10,,PSMB10,MRPL55,QARS,EIF2S1,,,,,,,,,,,,,,,,,,,TMEM39A,,,EIF4G3,,,,ZNF585A,,,,,,,,,,,,,NCL,,RPL26L1,,,,,,,,,,PITPNA-AS1,MPG,,,,,,,PPP2R5C,,,,,,,,,,TMEM19,,,
,,,,,,RPRD2,,,SH3BP5,,,,TSPO,,NUFIP2,,,,,,MRPS5,,,,,,SDE2,,,HNRNPA3,,,TCF12,PDXDC1,,,,,,,,,,,,,,,,,NBN,,PUS7L,,PSMB2,MRPS12,RAB10,EIF2S3,,,,,,,,,,,,,,,,,,,TMEM69,,,EIF4H,,,,ZNF626,,,,,,,,,,,,,NCOR1,,RPL7L1,,,,,,,,,,PITPNB,MPHOSPH8,,,,,,,PPP2R5E,,,,,,,,,,TMEM238,,,
,,,,,,RPS10,,,SH3KBP1,,,,TUBE1,,NUP58,,,,,,MSI2,,,,,,SDF2,,,HNRNPC,,,TCHP,PEBP1,,,,,,,,,,,,,,,,,NBPF12,,PXMP4,,PSMB3,MRPS22,RAB11A,EIF3A,,,,,,,,,,,,,,,,,,,TMLHE,,,EIF5,,,,ZNF652,,,,,,,,,,,,,NDST2,,RPP25L,,,,,,,,,,PLEC,MRPL13,,,,,,,PPP3CB,,,,,,,,,,TMEM242,,,
,,,,,,RPS16,,,SH3YL1,,,,TXN2,,NUTM2B-AS1,,,,,,MSL2,,,,,,SDHAF2,,,HNRNPD,,,TCIRG1,PEF1,,,,,,,,,,,,,,,,,NCBP2,,PXN-AS1,,PSMB8,MRPS34,RAB11B,EIF3B,,,,,,,,,,,,,,,,,,,TMOD3,,,EIF5B,,,,ZNF664,,,,,,,,,,,,,NDUFA1,,RPS4Y1,,,,,,,,,,PMPCB,MRPL18,,,,,,,PRDM1,,,,,,,,,,TMEM243,,,
,,,,,,RPS19BP1,,,SIK3,,,,TXNDC11,,OAZ1,,,,,,MT1X,,,,,,SDHAF4,,,HNRNPF,,,TECR,PELO,,,,,,,,,,,,,,,,,NCKAP1L,,PYCARD,,PSMC1,MRRF,RAB21,EIF3D,,,,,,,,,,,,,,,,,,,TMSB4X,,,ELAVL1,,,,ZNF688,,,,,,,,,,,,,NDUFA11,,RRP15,,,,,,,,,,PNISR,MRPL20,,,,,,,PRELID1,,,,,,,,,,TMEM258,,,
,,,,,,RPS21,,,SIPA1,,,,TXNDC17,,ODC1,,,,,,MTERF3,,,,,,SDHC,,,HNRNPH1,,,TEN1,PET100,,,,,,,,,,,,,,,,,NDUFA13,,PYHIN1,,PSMC5,MTA2,RAB28,EIF3F,,,,,,,,,,,,,,,,,,,TNFAIP3,,,ELF2,,,,ZNF720,,,,,,,,,,,,,NDUFA13,,RSBN1L,,,,,,,,,,PNPT1,MRPL27,,,,,,,PREPL,,,,,,,,,,TMEM35B,,,
,,,,,,RPS24,,,SIPA1L1,,,,TXNDC5,,OGT,,,,,,MTF1,,,,,,SEC11A,,,HNRNPH3,,,TFCP2,PEX11B,,,,,,,,,,,,,,,,,NDUFA7,,PYURF,,PSMD1,MTERF4,RAB7A,EIF3G,,,,,,,,,,,,,,,,,,,TNFAIP8,,,ELK3,,,,ZNF84,,,,,,,,,,,,,NDUFA4,,RUNX3,,,,,,,,,,PNRC2,MRPL3,,,,,,,PRH1,,,,,,,,,,TMEM80,,,
,,,,,,RPS27,,,SIVA1,,,,TXNL4A,,OPTN,,,,,,MTG1,,,,,,SENP2,,,HNRNPK,,,TFDP1,PFN1,,,,,,,,,,,,,,,,,NDUFAF3,,QSOX1,,PSMD2,MTG1,RABEP2,EIF3H,,,,,,,,,,,,,,,,,,,TNIP2,,,ELL,,,,ZNF91,,,,,,,,,,,,,NDUFAB1,,S100PBP,,,,,,,,,,POLE4,MRPL39,,,,,,,PRKAB1,,,,,,,,,,TMUB1,,,
,,,,,,RPS4X,,,SKIL,,,,UBA52,,OSER1,,,,,,MTIF3,,,,,,SEPSECS-AS1,,,HNRNPR,,,TFIP11,PGD,,,,,,,,,,,,,,,,,NDUFC1,,R3HCC1,,PSMD3,MTHFS,RABGAP1L,EIF3J,,,,,,,,,,,,,,,,,,,TOM1,,,ELOF1,,,,ZNHIT2,,,,,,,,,,,,,NDUFAF7,,S1PR5,,,,,,,,,,POLR2C,MRPS10,,,,,,,PRKCSH,,,,,,,,,,TMX2,,,
,,,,,,RPS6KB2,,,SLC25A53,,,,UBA6-AS1,,OSGEP,,,,,,MTMR12,,,,,,SETD1A,,,HNRNPU,,,TFRC,PGLS,,,,,,,,,,,,,,,,,NDUFS3,,RAB4B,,PSMD9,MTRR,RAC2,EIF3K,,,,,,,,,,,,,,,,,,,TOP2B,,,ELP6,,,,ZYG11B,,,,,,,,,,,,,NDUFB6,,SAMD3,,,,,,,,,,POLR2L,MRPS23,,,,,,,PRKDC,,,,,,,,,,TP53INP1,,,
,,,,,,RRAGA,,,SLC26A2,,,,UBE2H,,OSGIN2,,,,,,MTSS1,,,,,,SETD4,,,HNRNPUL2,,,THAP3,PHB,,,,,,,,,,,,,,,,,NECAP2,,RAB5C,,PSME1,MVB12A,RALA,EIF3M,,,,,,,,,,,,,,,,,,,TPD52,,,EMB,,,,,,,,,,,,,,,,,NDUFC2,,SAMHD1,,,,,,,,,,POMP,MRPS26,,,,,,,PRMT2,,,,,,,,,,TPGS1,,,
,,,,,,RRBP1,,,SLC30A7,,,,UBE2J1,,OTUD4,,,,,,MXI1,,,,,,SETDB1,,,HOOK3,,,THEM6,PHRF1,,,,,,,,,,,,,,,,,NEK1,,RAB8A,,PSME2,MYADM,RALGAPA1,EIF4A1,,,,,,,,,,,,,,,,,,,TRAF1,,,EMC4,,,,,,,,,,,,,,,,,NDUFS1,,SATB1,,,,,,,,,,POP5,MRPS5,,,,,,,PRR14L,,,,,,,,,,TPM1,,,
,,,,,,RREB1,,,SLC35A1,,,,UBE2M,,OTULIN,,,,,,MYADM,,,,,,SF1,,,HOXB4,,,THOC6,PIK3CD,,,,,,,,,,,,,,,,,NELFB,,RABGAP1L,,PSME3,MYL12A,RANBP1,EIF4A3,,,,,,,,,,,,,,,,,,,TRAM1,,,EMC6,,,,,,,,,,,,,,,,,NDUFV1,,SBF2,,,,,,,,,,POP7,MRPS6,,,,,,,PRR5L,,,,,,,,,,TRAF4,,,
,,,,,,RRP36,,,SLC35D2,,,,UBL7,,OXNAD1,,,,,,MYCBP2,,,,,,SF3A2,,,HP1BP3,,,TIA1,PIP4K2C,,,,,,,,,,,,,,,,,NELFE,,RAC1,,PTPRA,MYL6B,RAP1GDS1,EIF4E,,,,,,,,,,,,,,,,,,,TRAPPC10,,,EML4,,,,,,,,,,,,,,,,,NEDD8,,SCML4,,,,,,,,,,PPA1,MSL1,,,,,,,PRRC2C,,,,,,,,,,TRAPPC12,,,
,,,,,,RSL1D1,,,SLC36A4,,,,UBLCP1,,P2RY10,,,,,,MYL12B,,,,,,SF3A3,,,HPCAL1,,,TIMM50,PITPNA,,,,,,,,,,,,,,,,,NEPRO,,RAD9A,,PTPRM,MYLIP,RAPGEF6,EIF4E2,,,,,,,,,,,,,,,,,,,TRIM13,,,ENOSF1,,,,,,,,,,,,,,,,,NEDD9,,SDAD1,,,,,,,,,,PPCS,MT2A,,,,,,,PSIP1,,,,,,,,,,TRIM4,,,
,,,,,,RSRP1,,,SLFN5,,,,UBXN1,,P4HA1,,,,,,MYO6,,,,,,SF3B3,,,HPF1,,,TMC6,PJA1,,,,,,,,,,,,,,,,,NF1,,RANGAP1,,PUF60,MYNN,RASSF1,EIF4G1,,,,,,,,,,,,,,,,,,,TRMT61B,,,ENOX2,,,,,,,,,,,,,,,,,NEK7,,SDE2,,,,,,,,,,PPIB,MTG2,,,,,,,PSMA3-AS1,,,,,,,,,,TRIM73,,,
,,,,,,RTF1,,,SLTM,,,,UFC1,,PABPC1,,,,,,N4BP2L1,,,,,,SF3B4,,,HPS3,,,TMC8,PJA2,,,,,,,,,,,,,,,,,NFATC2,,RARRES3,,PUM3,MYOM2,RASSF5,EIF4G2,,,,,,,,,,,,,,,,,,,TSG101,,,ENSA,,,,,,,,,,,,,,,,,NEK9,,SDHAF2,,,,,,,,,,PPIL1,MTHFD2L,,,,,,,PSMB7,,,,,,,,,,TRNT1,,,
,,,,,,RTN3,,,SLU7,,,,UFM1,,PAFAH1B1,,,,,,N4BP3,,,,,,SFI1,,,HSBP1L1,,,TMEM179B,PLA2G12A,,,,,,,,,,,,,,,,,NFE2L2,,RASSF3,,PYCR2,MZF1,RBBP4,EIF4G3,,,,,,,,,,,,,,,,,,,TSPAN31,,,ENTPD4,,,,,,,,,,,,,,,,,NEPRO,,SDHC,,,,,,,,,,PPIL2,MTIF3,,,,,,,PSMC1,,,,,,,,,,TSPAN3,,,
,,,,,,RUFY2,,,SMAD7,,,,UGGT1,,PAIP1,,,,,,NAA15,,,,,,SFSWAP,,,HSF1,,,TMEM223,PLAA,,,,,,,,,,,,,,,,,NFKBIB,,RBCK1,,PYURF,NAA20,RBBP6,EIF5,,,,,,,,,,,,,,,,,,,TSPYL2,,,ENY2,,,,,,,,,,,,,,,,,NFAT5,,SEC22B,,,,,,,,,,PPM1G,MTPN,,,,,,,PSMG4,,,,,,,,,,TSPO,,,
,,,,,,S1PR4,,,SMARCE1,,,,UNKL,,PAIP2,,,,,,NAA50,,,,,,SFT2D2,,,HSF2,,,TMEM33,PLAC8,,,,,,,,,,,,,,,,,NGDN,,RBM48,,QTRT2,NAA38,RBM10,EIF5A,,,,,,,,,,,,,,,,,,,TTC39C,,,EPC1,,,,,,,,,,,,,,,,,NFATC2IP,,SEH1L,,,,,,,,,,PPP1CC,MXRA7,,,,,,,PTGES3,,,,,,,,,,TSTD1,,,
