ARNTL_(+),ASCL2_(+),ATF1_(+),ATF2_(+),ATF4_(+),ATF6_(+),BATF_(+),BCL11B_(+),BCLAF1_(+),BDP1_(+),BHLHE40_(+),BPTF_(+),CEBPB_(+),CEBPD_(+),CEBPG_(+),CHD1_(+),CHURC1_(+),CREB1_(+),CREB3_(+),CREM_(+),CTCF_(+),CUX1_(+),CXXC1_(+),DDIT3_(+),DRAP1_(+),EGR1_(+),ELF1_(+),ELF2_(+),ELK4_(+),EOMES_(+),EP300_(+),ETS1_(+),ETV3_(+),FLI1_(+),FOS_(+),FOSB_(+),FOSL2_(+),FOXJ3_(+),FOXN2_(+),GATA3_(+),GATAD1_(+),HIF1A_(+),HMBOX1_(+),HMGA1_(+),HOXB2_(+),HSF1_(+),IKZF1_(+),IKZF2_(+),IKZF3_(+),ILF2_(+),ING4_(+),IRF1_(+),IRF2_(+),IRF3_(+),IRF7_(+),IRF8_(+),IRF9_(+),JUN_(+),JUNB_(+),JUND_(+),KLF11_(+),KLF13_(+),KLF2_(+),KLF3_(+),KLF6_(+),KLF9_(+),MAF_(+),MAFF_(+),MAX_(+),MAZ_(+),MECP2_(+),METTL14_(+),MTF2_(+),MXD4_(+),NFAT5_(+),NFATC2_(+),NFATC3_(+),NFE2L2_(+),NFKB1_(+),NFKB2_(+),NFYB_(+),NFYC_(+),NR1H2_(+),NR3C1_(+),NR4A1_(+),PHF20_(+),POU2F2_(+),PRDM1_(+),PURA_(+),RAD21_(+),REL_(+),RELB_(+),RFXANK_(+),RUNX1_(+),RUNX3_(+),RXRB_(+),SATB1_(+),SIRT6_(+),SMAD2_(+),SMAD3_(+),SOX4_(+),SP3_(+),SREBF2_(+),STAT1_(+),STAT6_(+),TAF1_(+),TAF6_(+),TBX21_(+),TFDP1_(+),THAP11_(+),THRA_(+),TP53_(+),UBP1_(+),USF2_(+),XBP1_(+),YBX1_(+),YY1_(+),ZBED1_(+),ZBTB11_(+),ZBTB2_(+),ZBTB24_(+),ZBTB25_(+),ZBTB43_(+),ZBTB7A_(+),ZFX_(+),ZKSCAN1_(+),ZNF148_(+),ZNF160_(+),ZNF22_(+),ZNF493_(+),ZNF518A_(+),ZNF580_(+),ZNF791_(+)
,,,,,,,,NUDT2,,,,,,,,,,,,,,,,UBAC2,,SUPT3H,UBQLN1,,,,METTL17,,YIPF4,TMEM167A,PPP1CB,,,,,,,,,,,,,SCML4,SMC4,,RPL12,,,S100A10,,,MEPCE,HERC1,,,,LMAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMCO1,,,,,,,,MAGOHB,PRRC2C,,,,,,,MAN1A1,,,,,,,,VASP,
,,,,,,,,NUMA1,,,,,,,,,,,,,,,,UBB,,SZRD1,UCHL5,,,,METTL23,,ZBTB44,TMEM263,PPP1R10,,,,,,,,,,,,,SCNM1,SMC5,,RPL13,,,S1PR1,,,MGST3,HERPUD1,,,,LRRC58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMED2,,,,,,,,MAP7D1,PRSS23,,,,,,,MAP1LC3B,,,,,,,,VKORC1,
,,,,,,,,NUTF2,,,,,,,,,,,,,,,,UBE2D3,,TAF3,UGGT1,,,,METTL5,,ZC3H7A,TNFAIP3,PPP1R11,,,,,,,,,,,,,SCOC,SMIM7,,RPL19,,,SAMD3,,,MIA2,HEXA,,,,LRRFIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMED9,,,,,,,,MAPK1IP1L,PSMA5,,,,,,,MAP2K2,,,,,,,,VPS28,
,,,,,,,,OAS1,,,,,,,,,,,,,,,,UBE2J2,,TAF9,UGP2,,,,MFSD14C,,ZCRB1,TOMM7,PPP1R15A,,,,,,,,,,,,,SEC13,SNHG16,,RPL21,,,SAMD9,,,MIDN,HIBCH,,,,LRRFIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM14A,,,,,,,,MAPKAP1,PSMD11,,,,,,,MAP3K8,,,,,,,,VPS37B,
,,,,,,,,ODF2,,,,,,,,,,,,,,,,UBE2N,,TAX1BP1,UPF3B,,,,MGAT1,,ZFAS1,TPM4,PPP2R2B,,,,,,,,,,,,,SEC23IP,SNRPB,,RPL22L1,,,SAMD9L,,,MIF,HINT1,,,,LSM14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM192,,,,,,,,MARK3,PSMD12,,,,,,,MAPK1,,,,,,,,WAC,
,,,,,,,,OFD1,,,,,,,,,,,,,,,,UBE2R2,,TCEAL1,UQCRQ,,,,MGST2,,ZFP14,TPT1,PPP3CC,,,,,,,,,,,,,SEC31A,SNRPD1,,RPL23,,,SAP18,,,MIS12,HIPK1-AS1,,,,LSM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM248,,,,,,,,MBD1,PSMD6,,,,,,,MAPKAP1,,,,,,,,WBP2,
,,,,,,,,OGFR,,,,,,,,,,,,,,,,UBE3A,,TET2,UROS,,,,MIB2,,ZMYM2,TRA2A,PPP3R1,,,,,,,,,,,,,SEC61B,SNRPD2,,RPL24,,,SCAMP2,,,MLLT3,HLA-DQB1,,,,LUC7L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM41A,,,,,,,,MBP,PSMG3,,,,,,,MAPKAPK3,,,,,,,,WDR45,
,,,,,,,,PA2G4,,,,,,,,,,,,,,,,UBL5,,THAP1,USP12,,,,MITD1,,ZNF394,TRIM39,PPP5C,,,,,,,,,,,,,SEC63,SNX10,,RPL28,,,SCFD1,,,MNT,HLA-E,,,,LY75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMX2,,,,,,,,MCM3,PTAR1,,,,,,,MAPRE2,,,,,,,,WDR46,
,,,,,,,,PABPN1,,,,,,,,,,,,,,,,UBQLN1,,THOC2,USP16,,,,MKNK2,,ZNF480,TSC22D3,PPTC7,,,,,,,,,,,,,SF3A2,SOS2,,RPL31,,,SCP2,,,MORF4L1,HMBS,,,,LYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TNRC6A,,,,,,,,MCM5,PTGES3,,,,,,,MAT2B,,,,,,,,WDTC1,
,,,,,,,,PAFAH2,,,,,,,,,,,,,,,,UFC1,,TINF2,UTP18,,,,MMAB,,ZNF720,TSPAN17,PRCC,,,,,,,,,,,,,SF3B4,SPAG7,,RPL32,,,SECISBP2L,,,MORF4L2,HMGN3,,,,MAP1LC3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOP2B,,,,,,,,MCRS1,PTK2B,,,,,,,MATK,,,,,,,,WIPF1,
,,,,,,,,PAIP1,,,,,,,,,,,,,,,,UQCR11,,TLE1,UTRN,,,,MMP25-AS1,,ZNRD1,TSPAN3,PRCP,,,,,,,,,,,,,SFI1,SPATA13,,RPL34,,,SELL,,,MPDU1,HNRNPA0,,,,MAP3K7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TP53TG1,,,,,,,,MCTS1,PTP4A2,,,,,,,MAZ,,,,,,,,XIST,
,,,,,,,,PANK2,,,,,,,,,,,,,,,,UQCRQ,,TMBIM6,UXS1,,,,MOB2,,ZSCAN16-AS1,TSPYL2,PRDM2,,,,,,,,,,,,,SFPQ,SPON2,,RPL36,,,SERF2,,,MRPL11,HNRNPA1,,,,MAP3K8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPGS1,,,,,,,,MDH1,PTPRC,,,,,,,MBD2,,,,,,,,XPO1,
,,,,,,,,PARP1,,,,,,,,,,,,,,,,URM1,,TMCO3,VOPP1,,,,MPHOSPH8,,,TUBA1A,PRKAG1,,,,,,,,,,,,,SH3BGRL,SPTY2D1,,RPL37,,,SERINC3,,,MRPL12,HNRNPA2B1,,,,MAPK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPI1,,,,,,,,MED10,PYCR2,,,,,,,MBP,,,,,,,,YIPF3,
,,,,,,,,PARP14,,,,,,,,,,,,,,,,USP16,,TMEM120B,VPS4A,,,,MPLKIP,,,UBC,PRPS2,,,,,,,,,,,,,SKAP2,SREK1IP1,,RPL38,,,SERPINB6,,,MRPL3,HNRNPD,,,,MAPKAPK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPR,,,,,,,,MED28,PYURF,,,,,,,MCRIP1,,,,,,,,YME1L1,
,,,,,,,,PBDC1,,,,,,,,,,,,,,,,USP33,,TMEM218,VRK3,,,,MPPE1,,,UBE2H,PRR7,,,,,,,,,,,,,SLC25A36,SRP14,,RPL39,,,SF3A2,,,MRPL36,HNRNPDL,,,,MAPRE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPST2,,,,,,,,MED6,RAB6A,,,,,,,MDH1,,,,,,,,ZDHHC7,
,,,,,,,,PCNA,,,,,,,,,,,,,,,,UTP18,,TMEM222,WAC,,,,MRM3,,,UBE3A,PRSS57,,,,,,,,,,,,,SLC35A3,SRSF4,,RPL4,,,SFI1,,,MRPL47,HNRNPL,,,,MAPRE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAF5,,,,,,,,MFF,RABGGTA,,,,,,,MDH2,,,,,,,,ZFP91,
,,,,,,,,PCNX4,,,,,,,,,,,,,,,,UTRN,,TMEM259,WDR33,,,,MRPL1,,,UQCRB,PSD4,,,,,,,,,,,,,SLC38A2,SRSF5,,RPL5,,,SFPQ,,,MRPL57,HNRNPU,,,,MARCH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPPC10,,,,,,,,MGST3,RABL6,,,,,,,MECP2,,,,,,,,ZGPAT,
,,,,,,,,PDCD4,,,,,,,,,,,,,,,,UXT,,TMEM41A,WDR37,,,,MRPL14,,,UROS,PSIP1,,,,,,,,,,,,,SLF1,SS18,,RPL6,,,SFT2D2,,,MRPS15,HNRNPUL1,,,,MARCH6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPPC4,,,,,,,,MICU2,RAD23B,,,,,,,MED10,,,,,,,,ZNF277,
,,,,,,,,PDE12,,,,,,,,,,,,,,,,VOPP1,,TMX4,WIPI2,,,,MRPL22,,,USO1,PSMA3,,,,,,,,,,,,,SLTM,SSR1,,RPL7A,,,SH2D1A,,,MRPS23,HOXB-AS1,,,,MARCH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIM33,,,,,,,,MIEN1,RAE1,,,,,,,MED13,,,,,,,,ZNF580,
,,,,,,,,PDE7A,,,,,,,,,,,,,,,,VPS25,,TNFAIP8,XRRA1,,,,MRPL3,,,USP16,PSMA3-AS1,,,,,,,,,,,,,SMARCA5,SSR4,,RPL8,,,SH2D2A,,,MSL2,HP1BP3,,,,MARK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIM8,,,,,,,,MIF,RALY,,,,,,,MED15,,,,,,,,ZNF600,
,,,,,,,,PDGFD,,,,,,,,,,,,,,,,WDR46,,TOB1,YARS,,,,MRPL41,,,USP36,PSMB3,,,,,,,,,,,,,SMC4,SSRP1,,RPL9,,,SH3BGRL,,,MSL3,HPF1,,,,MBD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRMT10C,,,,,,,,MIF4GD,RANBP2,,,,,,,MED21,,,,,,,,ZNF721,
,,,,,,,,PDZD8,,,,,,,,,,,,,,,,WTAP,,TOMM7,YIPF3,,,,MRPL54,,,UTP3,PSMC6,,,,,,,,,,,,,SMS,STIP1,,RPLP0,,,SH3BP1,,,MSRA,HSD17B11,,,,MBNL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRPC4AP,,,,,,,,MLEC,RANBP9,,,,,,,MED23,,,,,,,,ZNF800,
,,,,,,,,PFKP,,,,,,,,,,,,,,,,XIST,,TOR2A,YWHAE,,,,MRPS21,,,UXT,PSMD6,,,,,,,,,,,,,SNAPIN,STX11,,RPS11,,,SHISA5,,,MTMR9,HSD17B12,,,,MBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSC2,,,,,,,,MLF2,RAP1B,,,,,,,MED30,,,,,,,,ZNF821,
,,,,,,,,PHF21A,,,,,,,,,,,,,,,,YBX1,,TPD52L2,YWHAZ,,,,MRPS22,,,VAPA,PTBP3,,,,,,,,,,,,,SND1,STX8,,RPS14,,,SKAP1,,,MYADM,HSP90AB1,,,,MCFD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSC22D2,,,,,,,,MPPE1,RAP2C,,,,,,,MED31,,,,,,,,,
,,,,,,,,PIAS1,,,,,,,,,,,,,,,,YDJC,,TRAPPC6A,YY1,,,,MRPS23,,,VASP,PTGDR,,,,,,,,,,,,,SNF8,SUB1,,RPS17,,,SLC25A38,,,MYCBP2,HSP90B1,,,,MDM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSC22D4,,,,,,,,MRPL13,RASA2,,,,,,,MED6,,,,,,,,,
,,,,,,,,PICALM,,,,,,,,,,,,,,,,YIPF3,,TRIM11,ZCCHC17,,,,MRPS24,,,VAV1,PTPN7,,,,,,,,,,,,,SNHG3,SUPT5H,,RPS18,,,SLC25A46,,,MZF1-AS1,HSPA5,,,,MED13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSPAN17,,,,,,,,MRPL16,RB1CC1,,,,,,,METRNL,,,,,,,,,
,,,,,,,,PIM1,,,,,,,,,,,,,,,,YY1,,TRIM13,ZDHHC12,,,,MRPS33,,,VGLL4,QARS,,,,,,,,,,,,,SNRNP27,TAF15,,RPS19,,,SLC30A7,,,N4BP2L2,ICAM3,,,,MED13L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTC17,,,,,,,,MRPL23,RBBP7,,,,,,,MFSD10,,,,,,,,,
,,,,,,,,PIN4,,,,,,,,,,,,,,,,ZFP36L1,,TRIM4,ZDHHC20,,,,MRPS6,,,VNN2,RAB11A,,,,,,,,,,,,,SON,TAF3,,RPS2,,,SLC50A1,,,NABP1,ID1,,,,MED17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TYMP,,,,,,,,MRPL24,RBL2,,,,,,,MGAT2,,,,,,,,,
,,,,,,,,PKN1,,,,,,,,,,,,,,,,ZNF302,,TRIM44,ZFAND1,,,,MRPS9,,,WDR74,RAB14,,,,,,,,,,,,,SPAG9,TAF7,,RPS20,,,SLC52A2,,,NACA,ID2,,,,MED30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2F,,,,,,,,MRPL3,RBM17,,,,,,,MGMT,,,,,,,,,
,,,,,,,,PKN2,,,,,,,,,,,,,,,,ZNF580,,TSC2,ZFP36L1,,,,MTA1,,,XBP1,RAB3GAP2,,,,,,,,,,,,,SPOP,TALDO1,,RPS24,,,SNHG5,,,NAMPT,IDI1,,,,MED6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2G2,,,,,,,,MRPL33,RBM33,,,,,,,MIDN,,,,,,,,,
,,,,,,,,PLEKHJ1,,,,,,,,,,,,,,,,,,TSC22D2,ZFR,,,,MTERF4,,,XCL1,RAB5A,,,,,,,,,,,,,SPTLC1,TAP1,,RPS25,,,SNW1,,,NAP1L1,IDS,,,,METTL14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2M,,,,,,,,MRPL51,RBM34,,,,,,,MKLN1,,,,,,,,,
,,,,,,,,PLGRKT,,,,,,,,,,,,,,,,,,TSC22D3,ZNF32,,,,MTHFD2L,,,XCL2,RAB6A,,,,,,,,,,,,,SPTSSA,TCOF1,,RPS26,,,SON,,,NCAPH2,IER2,,,,METTL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2Q2,,,,,,,,MRPS21,RBM7,,,,,,,MKNK2,,,,,,,,,
,,,,,,,,PMM1,,,,,,,,,,,,,,,,,,TXNDC11,ZNF593,,,,MTX1,,,YIPF2,RABGAP1L,,,,,,,,,,,,,SRP19,TESC,,RPS27,,,SP100,,,NDUFA6,IER5,,,,MFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCP2,,,,,,,,MRPS34,RBMS1,,,,,,,MLC1,,,,,,,,,
,,,,,,,,PNISR,,,,,,,,,,,,,,,,,,TYROBP,ZNF92,,,,MVB12A,,,YME1L1,RACK1,,,,,,,,,,,,,SRP54,TGS1,,RPS27A,,,SPAG7,,,NDUFC1,IFITM2,,,,MGAT4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNC45A,,,,,,,,MRPS7,RGS14,,,,,,,MNT,,,,,,,,,
,,,,,,,,PNN,,,,,,,,,,,,,,,,,,U2AF1L4,ZNRD1,,,,MYCBP2,,,YPEL5,RAP1A,,,,,,,,,,,,,SRP9,THAP7,,RPS3,,,SPON2,,,NDUFS7,IFITM3,,,,MGST3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USF2,,,,,,,,MTDH,RHEB,,,,,,,MPST,,,,,,,,,
,,,,,,,,POLR2L,,,,,,,,,,,,,,,,,,UBA3,,,,,MYH9,,,ZBTB24,RAPGEF6,,,,,,,,,,,,,SRSF1,TIMM17A,,RPS3A,,,SPTAN1,,,NDUFV2,IFRD1,,,,MICU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP24,,,,,,,,MTHFS,RHOA,,,,,,,MRPL1,,,,,,,,,
,,,,,,,,POLR2M,,,,,,,,,,,,,,,,,,UBC,,,,,MYOM2,,,ZFAND5,RASA3,,,,,,,,,,,,,SRSF10,TIMM8B,,RPS4X,,,SRGN,,,NEAT1,IGFLR1,,,,MKRN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTP18,,,,,,,,MYCBP2,RHOT1,,,,,,,MRPL23,,,,,,,,,
,,,,,,,,POMGNT1,,,,,,,,,,,,,,,,,,UBE2D3,,,,,NAA30,,,ZFP36,RB1,,,,,,,,,,,,,SRSF3,TIMP1,,RPS5,,,SRPK2,,,NEDD1,IL10RA,,,,MMADHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAMP2,,,,,,,,MYL12A,RIF1,,,,,,,MRPL24,,,,,,,,,
,,,,,,,,POP7,,,,,,,,,,,,,,,,,,UBE2J2,,,,,NAGK,,,ZFP36L1,RBM14,,,,,,,,,,,,,SRSF7,TLK1,,RPS6,,,SRSF2,,,NEU1,IL16,,,,MOB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAMP5,,,,,,,,MYL6,RIN3,,,,,,,MRPL28,,,,,,,,,
,,,,,,,,PPDPF,,,,,,,,,,,,,,,,,,UBE2M,,,,,NAP1L4,,,ZMAT2,RBM27,,,,,,,,,,,,,SSBP1,TM2D1,,RPS6KA3,,,SRSF6,,,NFKBIA,IL2RB,,,,MORF4L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAV3,,,,,,,,NAA20,RIT1,,,,,,,MRPS30,,,,,,,,,
,,,,,,,,PPIG,,,,,,,,,,,,,,,,,,UBE2Z,,,,,NAPA,,,ZNF32,RBM4,,,,,,,,,,,,,SSR4,TMBIM1,,RPS7,,,STAT1,,,NFKBIB,ILF3,,,,MPHOSPH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VMP1,,,,,,,,NAA38,RNF115,,,,,,,MTHFD2,,,,,,,,,
,,,,,,,,PPIL2,,,,,,,,,,,,,,,,,,UBXN6,,,,,NARF,,,ZNF331,RBM8A,,,,,,,,,,,,,STAU2,TMEM107,,RPS8,,,STK10,,,NFKBID,ING1,,,,MRPL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS37A,,,,,,,,NAA60,RNF145,,,,,,,MVB12A,,,,,,,,,
,,,,,,,,PPM1L,,,,,,,,,,,,,,,,,,UNC13D,,,,,NBEAL1,,,,RBPJ,,,,,,,,,,,,,STIP1,TMEM126B,,RPS9,,,STK17A,,,NFKBIZ,INPP4A,,,,MRPL45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTI1B,,,,,,,,NABP2,RNF166,,,,,,,MXD4,,,,,,,,,
,,,,,,,,PPP1R15A,,,,,,,,,,,,,,,,,,UQCC2,,,,,NCL,,,,RCBTB2,,,,,,,,,,,,,STK24,TMEM14A,,RSF1,,,STK17B,,,NGRN,IP6K1,,,,MRPL51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAC,,,,,,,,NACA,RNF187,,,,,,,MYL12A,,,,,,,,,
,,,,,,,,PPP2R3C,,,,,,,,,,,,,,,,,,URI1,,,,,NCOA4,,,,RGCC,,,,,,,,,,,,,STK26,TMEM35B,,RSL24D1,,,STK24,,,NKAP,IQSEC1,,,,MRPS31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,,,,,,,,NAP1L1,RNF44,,,,,,,MYL12B,,,,,,,,,
,,,,,,,,PPP4C,,,,,,,,,,,,,,,,,,USP22,,,,,NCOR1,,,,RGL4,,,,,,,,,,,,,STX5,TMEM50A,,RSRP1,,,STOM,,,NMD3,IRF1,,,,MRPS33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASF2,,,,,,,,NAP1L4,RP9,,,,,,,MZT2B,,,,,,,,,
,,,,,,,,PPTC7,,,,,,,,,,,,,,,,,,USP33,,,,,NCR1,,,,RGS2,,,,,,,,,,,,,STX8,TMEM59,,RTF1,,,STXBP2,,,NMI,IRF2,,,,MRPS36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR37,,,,,,,,NAPA,RPL7L1,,,,,,,N4BP2L1,,,,,,,,,
,,,,,,,,PRCP,,,,,,,,,,,,,,,,,,USP7,,,,,NDE1,,,,RHOB,,,,,,,,,,,,,SUPT3H,TMX1,,RTN4,,,SUGT1,,,NORAD,IRF2BP2,,,,MRPS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR46,,,,,,,,NCAPH2,RSBN1L,,,,,,,N4BP2L2,,,,,,,,,
,,,,,,,,PRDM1,,,,,,,,,,,,,,,,,,UTP23,,,,,NDUFB3,,,,RHOC,,,,,,,,,,,,,SYK,TOP1,,RXRB,,,SYAP1,,,NPEPPS,ISCA1,,,,MTHFD2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR48,,,,,,,,NCOA4,RTN4,,,,,,,NACA,,,,,,,,,
,,,,,,,,PREPL,,,,,,,,,,,,,,,,,,VAMP2,,,,,NDUFB7,,,,RHOF,,,,,,,,,,,,,SZRD1,TOPORS,,S1PR4,,,SYNJ2BP,,,NR1H2,ITGAX,,,,MTMR9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR74,,,,,,,,NDUFA13,RXRB,,,,,,,NARS,,,,,,,,,
,,,,,,,,PRKACB,,,,,,,,,,,,,,,,,,VAV3,,,,,NDUFB8,,,,RHOH,,,,,,,,,,,,,TALDO1,TOR3A,,SAMD9,,,SYNRG,,,NR4A1,ITGB1,,,,MYBL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR82,,,,,,,,NDUFA4,S1PR4,,,,,,,NCAM1,,,,,,,,,
,,,,,,,,PRKRA,,,,,,,,,,,,,,,,,,VPS26A,,,,,NDUFC1,,,,RIOK3,,,,,,,,,,,,,TBC1D5,TPI1,,SAP30BP,,,SZRD1,,,NR4A2,ITGB2,,,,MYCBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR83OS,,,,,,,,NDUFB1,SAMD3,,,,,,,NCBP2,,,,,,,,,
,,,,,,,,PRMT9,,,,,,,,,,,,,,,,,,VPS33A,,,,,NDUFS5,,,,RNASET2,,,,,,,,,,,,,TBL1XR1,TPM3,,SARAF,,,TAP1,,,NSMCE2,ITM2B,,,,MYL12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHAMM,,,,,,,,NDUFB3,SAMM50,,,,,,,NCKAP1L,,,,,,,,,
,,,,,,,,PRNP,,,,,,,,,,,,,,,,,,WAS,,,,,NEAT1,,,,RNF139,,,,,,,,,,,,,TBPL1,TPMT,,SART1,,,TAPBPL,,,NSUN3,ITPRIP,,,,MYLIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIPF1,,,,,,,,NDUFB7,SAR1A,,,,,,,NCOA3,,,,,,,,,
,,,,,,,,PRPF38A,,,,,,,,,,,,,,,,,,WDR43,,,,,NEIL1,,,,RNF145,,,,,,,,,,,,,TBRG1,TRAPPC1,,SAT1,,,TBC1D9B,,,NTAN1,JADE1,,,,NAA20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XIST,,,,,,,,NDUFC1,SARS,,,,,,,NCOA4,,,,,,,,,
,,,,,,,,PRPF38B,,,,,,,,,,,,,,,,,,WDR46,,,,,NFATC3,,,,RNF34,,,,,,,,,,,,,TCEAL3,TRAPPC2B,,SATB1,,,TEN1,,,NUDCD3,JMY,,,,NAA35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XRN1,,,,,,,,NDUFS2,SART1,,,,,,,NDUFA5,,,,,,,,,
,,,,,,,,PRPF6,,,,,,,,,,,,,,,,,,XIST,,,,,NGRN,,,,RPL12,,,,,,,,,,,,,TERF1,TRAPPC4,,SCFD1,,,TESPA1,,,NUDT1,JUN,,,,NABP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YIF1A,,,,,,,,NDUFS3,SATB1,,,,,,,NDUFB8,,,,,,,,,
,,,,,,,,PRPS2,,,,,,,,,,,,,,,,,,YIPF1,,,,,NIPAL3,,,,RPL13A,,,,,,,,,,,,,TESC,TRAPPC5,,SDF4,,,TIA1,,,NUDT2,JUNB,,,,NACA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YIPF4,,,,,,,,NDUFS5,SCAF11,,,,,,,NDUFS5,,,,,,,,,
,,,,,,,,PRRC2C,,,,,,,,,,,,,,,,,,YIPF6,,,,,NIPBL,,,,RPL15,,,,,,,,,,,,,THAP12,TRAPPC6A,,SF3A2,,,TMED4,,,NXT1,JUND,,,,NAPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YPEL3,,,,,,,,NEDD8,SDCBP,,,,,,,NDUFS6,,,,,,,,,
